kit_id,kit_codigo,kit_nome,kit_saldo_pacotes,kit_qtd_pacote,kit_equiv_unidades,kit_valor_estoque,simples_id,simples_codigo,simples_nome,simples_saldo,simples_valor_estoque,simples_receita_12m,score_jaccard,bate_numericamente,diff_pct,nivel_confianca
435887168,14478,"FILTRO COM RETENTOR PARA POEIRAS, NÉVOAS E FUMOS M6000 P2 CLIP M6000P2CLIPBR - DELTA PLUS (2 UNID)",39,2.0,78,1061.70012,435887041,14543,"FILTRO COM RETENTOR PARA POEIRAS, NÉVOAS E FUMOS M6000 P2 CLIP M6000P2CLIPBR - DELTA PLUS",78,1061.70012,2567.53,1.0,True,0.0,1
432109213,14033,FILTRO RC1 CARBOGRAFITE - (6 UNID),4,6.0,24,350.96,432114567,14096,FILTRO RC1 - CARBOGRAFITE ,24,350.9376,0.0,1.0,True,0.0,1
440556920,16174,FITA ADESIVA DUREX TRANSPARENTE 12 MM X 10 M HB004174254 - 3M (10 UNID),8,10.0,80,126.0,440556863,16173,FITA ADESIVA DUREX TRANSPARENTE 12 MM X 10 M HB004174254 - 3M,80,126.0,261.05,1.0,True,0.0,1
425409014,13597,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M AMARELA - VONDER  (6 UNIDADES),5,6.0,30,504.2493,425379587,13588,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M AMARELA - VONDER,30,504.2493,5126.01,1.0,True,0.0,1
425409008,13596,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M AZUL - VONDER (6 UNIDADES),11,6.0,66,1109.34846,425379275,13587,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M AZUL - VONDER,66,1109.34846,1811.45,1.0,True,0.0,1
425409248,13598,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M BRANCA - VONDER (6 UNIDADES),8,6.0,48,806.79888,425379751,13589,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M BRANCA - VONDER ,48,806.79888,1694.63,1.0,True,0.0,1
425409261,13599,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M VERMELHA - VONDER (6 UNIDADES),6,6.0,36,759.65292,425380120,13590,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M VERMELHA - VONDER,36,598.57848,969.4,1.0,True,0.0,1
425409270,13600,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M ZEBRADA - VONDER (6 UNIDADES),10,6.0,60,1063.9386,425380215,13591,FITA ADESIVA PARA DEMARCAÇÃO 48MM X 30M ZEBRADA - VONDER,60,1063.9386,2970.8,1.0,True,0.0,1
435765026,14460,FITA ADESIVA PARA EMBALAR MARROM 48 MM x 50 M HB004723407 - 3M (4 UNID),44,4.0,176,1485.792,435765015,14477,FITA ADESIVA PARA EMBALAR MARROM 48 MM x 50 M HB004723407 - 3M ,176,1485.792,815.53,1.0,True,0.0,1
435764621,14461,FITA ADESIVA PARA EMBALAR TRANSPARENTE 48 MM x 50 M HB004723399 - 3M (4 UNID),74,4.0,296,2419.578,435764614,14476,FITA ADESIVA PARA EMBALAR TRANSPARENTE 48 MM x 50 M HB004723399 - 3M ,296,1934.73,4423.14,1.0,True,0.0,1
437627999,14670,FITA CREPE 101LA 18 MM X 50 M HB004572341 - 3M (6 UNID),25,6.0,150,900.0885,437627994,14669,FITA CREPE 101LA 18 MM X 50 M HB004572341 - 3M ,150,900.0885,3693.42,1.0,True,0.0,1
437631107,14672,FITA CREPE 101LA 24 MM X 50 M HB004572374 - 3M (5 UNID),53,5.0,265,2115.8819,437631104,14671,FITA CREPE 101LA 24 MM X 50 M HB004572374 - 3M,265,2115.8819,4816.21,1.0,True,0.0,1
437631112,14674,FITA CREPE 101LA 48 MM X 50 M HB004572382 - 3M (2 UNID),19,2.0,38,595.09216,437631109,14673,FITA CREPE 101LA 48 MM X 50 M HB004572382 - 3M,38,607.44406,4506.08,1.0,True,0.0,1
440758040,16299,FITA CREPE AUTOMOTIVA ALTA PERFORMANCE AMARELA 18 MM X 40 M HC000660494 - 3M (12 UNID),12,12.0,144,1280.9232,440575756,16177,FITA CREPE AUTOMOTIVA ALTA PERFORMANCE AMARELA 18 MM X 40 M HC000660494 - 3M,144,1280.9232,1097.98,1.0,True,0.0,1
